Date,Max temp,Min temp,Rain,Province
2023/3/22,36.3,18.2,0.0,เกษตร เชียงราย
2023/3/23,35.2,18.5,0.0,เกษตร เชียงราย
2023/3/24,35.5,18.6,0.0,เกษตร เชียงราย
2023/3/25,34.9,18.5,0.0,เกษตร เชียงราย
2023/3/26,35.3,19.0,0.0,เกษตร เชียงราย
2023/3/27,32.2,19.1,0.0,เกษตร เชียงราย
2023/3/28,38.0,17.9,0.0,เกษตร เชียงราย
2023/3/29,35.5,18.6,0.0,เกษตร เชียงราย
2023/3/30,33.4,18.6,0.0,เกษตร เชียงราย
2023/3/31,33.5,18.6,0.0,เกษตร เชียงราย
2023/4/1,36.1,19.8,0.0,เกษตร เชียงราย
2023/4/2,37.5,21.1,0.0,เกษตร เชียงราย
2023/4/3,36.4,20.5,0.0,เกษตร เชียงราย
2023/4/4,35.9,18.0,0.0,เกษตร เชียงราย
2023/4/5,36.6,17.6,0.0,เกษตร เชียงราย
2023/4/6,35.5,17.6,0.0,เกษตร เชียงราย
2023/4/7,36.3,19.4,0.0,เกษตร เชียงราย
2023/4/8,37.1,20.8,0.0,เกษตร เชียงราย
2023/4/9,37.7,22.0,0.0,เกษตร เชียงราย
2023/4/10,37.5,21.2,0.0,เกษตร เชียงราย
2023/4/11,38.5,22.3,0.0,เกษตร เชียงราย
2023/4/12,37.6,21.1,0.0,เกษตร เชียงราย
2023/4/13,38.6,20.7,0.0,เกษตร เชียงราย
2023/4/14,39.0,20.6,0.0,เกษตร เชียงราย
2023/4/15,38.5,20.6,0.0,เกษตร เชียงราย
2023/4/16,37.4,21.0,0.0,เกษตร เชียงราย
2023/4/17,38.0,22.0,0.0,เกษตร เชียงราย
2023/4/18,39.6,22.5,0.0,เกษตร เชียงราย
2023/4/19,40.7,22.5,0.0,เกษตร เชียงราย
2023/4/20,40.0,22.3,3.4,เกษตร เชียงราย
2023/4/21,38.4,21.0,3.1,เกษตร เชียงราย
2023/4/22,37.1,20.0,0.0,เกษตร เชียงราย
2023/4/23,37.4,20.4,0.0,เกษตร เชียงราย
2023/4/24,34.8,22.4,0.4,เกษตร เชียงราย
2023/4/25,38.5,21.5,0.0,เกษตร เชียงราย
2023/4/26,37.2,23.2,0.7,เกษตร เชียงราย
2023/4/27,36.7,20.7,0.0,เกษตร เชียงราย
2023/4/28,39.0,24.2,0.0,เกษตร เชียงราย
2023/4/29,38.7,24.4,0.0,เกษตร เชียงราย
2023/4/30,33.5,24.1,1.4,เกษตร เชียงราย
2023/5/1,31.1,21.6,1.4,เกษตร เชียงราย
2023/5/2,36.2,22.3,8.1,เกษตร เชียงราย
2023/5/3,35.7,21.0,7.0,เกษตร เชียงราย
2023/5/4,37.3,21.8,3.0,เกษตร เชียงราย
2023/5/5,38.6,23.1,0.0,เกษตร เชียงราย
2023/5/6,39.5,24.8,0.0,เกษตร เชียงราย
2023/5/7,40.4,24.7,0.0,เกษตร เชียงราย
2023/5/8,40.1,25.7,14.0,เกษตร เชียงราย
2023/5/9,34.9,21.0,8.5,เกษตร เชียงราย
2023/5/10,34.1,22.1,25.5,เกษตร เชียงราย
2023/5/11,33.8,22.0,0.4,เกษตร เชียงราย
2023/5/12,28.5,24.8,8.1,เกษตร เชียงราย
2023/5/13,32.0,23.5,42.2,เกษตร เชียงราย
2023/5/14,31.2,23.0,5.1,เกษตร เชียงราย
2023/5/15,30.8,22.0,0.4,เกษตร เชียงราย
2023/5/16,34.1,21.0,0.0,เกษตร เชียงราย
2023/5/17,35.7,22.5,0.0,เกษตร เชียงราย
2023/5/18,36.5,24.4,0.0,เกษตร เชียงราย
2023/5/19,36.1,24.3,0.0,เกษตร เชียงราย
2023/5/20,37.4,24.0,0.0,เกษตร เชียงราย
2023/5/21,38.3,22.6,0.0,เกษตร เชียงราย
2023/5/22,38.8,23.1,0.0,เกษตร เชียงราย
2023/5/23,38.6,24.7,0.0,เกษตร เชียงราย
2023/5/24,36.6,25.6,0.0,เกษตร เชียงราย
2023/5/25,36.0,24.0,0.0,เกษตร เชียงราย
2023/5/26,35.8,24.0,0.0,เกษตร เชียงราย
2023/5/27,37.5,23.5,0.0,เกษตร เชียงราย
2023/5/28,37.6,23.5,0.0,เกษตร เชียงราย
2023/5/29,34.0,23.8,3.2,เกษตร เชียงราย
2023/5/30,38.4,23.6,0.0,เกษตร เชียงราย
2023/5/31,38.5,25.3,0.0,เกษตร เชียงราย
2023/6/1,37.5,25.0,1.0,เกษตร เชียงราย
2023/6/2,36.2,24.6,11.9,เกษตร เชียงราย
2023/6/3,34.6,23.7,0.2,เกษตร เชียงราย
2023/6/4,36.2,24.0,4.8,เกษตร เชียงราย
2023/6/5,35.6,24.0,0.0,เกษตร เชียงราย
2023/6/6,31.7,25.0,12.6,เกษตร เชียงราย
2023/6/7,31.3,24.7,5.3,เกษตร เชียงราย
2023/6/8,33.6,24.3,0.8,เกษตร เชียงราย
2023/6/9,34.0,25.1,0.0,เกษตร เชียงราย
2023/6/10,32.7,25.0,3.4,เกษตร เชียงราย
2023/6/11,33.3,23.0,0.0,เกษตร เชียงราย
2023/6/12,33.5,23.8,T,เกษตร เชียงราย
2023/6/13,33.5,25.0,0.4,เกษตร เชียงราย
2023/6/14,32.6,24.5,3.0,เกษตร เชียงราย
2023/6/15,28.7,23.7,T,เกษตร เชียงราย
2023/6/16,34.2,23.3,0.0,เกษตร เชียงราย
2023/6/17,35.1,24.4,0.0,เกษตร เชียงราย
2023/6/18,35.5,24.1,0.2,เกษตร เชียงราย
2023/6/19,34.8,24.6,0.4,เกษตร เชียงราย
2023/6/20,34.3,24.0,1.2,เกษตร เชียงราย
2023/6/21,34.1,24.5,1.8,เกษตร เชียงราย
2023/6/22,34.4,24.3,0.0,เกษตร เชียงราย
2023/6/23,35.3,24.5,0.0,เกษตร เชียงราย
2023/6/24,35.2,26.2,26.0,เกษตร เชียงราย
2023/6/25,31.7,23.7,6.1,เกษตร เชียงราย
2023/6/26,32.6,25.0,2.2,เกษตร เชียงราย
2023/6/27,34.9,24.5,T,เกษตร เชียงราย
2023/6/28,35.1,24.8,2.3,เกษตร เชียงราย
2023/6/29,33.5,23.2,2.0,เกษตร เชียงราย
2023/6/30,34.2,25.0,1.2,เกษตร เชียงราย
2023/7/1,33.0,24.7,0.0,เกษตร เชียงราย
2023/7/2,33.6,24.1,T,เกษตร เชียงราย
2023/7/3,32.3,25.3,T,เกษตร เชียงราย
2023/7/4,35.0,24.7,0.0,เกษตร เชียงราย
2023/7/5,32.5,24.0,0.0,เกษตร เชียงราย
2023/7/6,34.7,24.5,0.0,เกษตร เชียงราย
2023/7/7,36.7,25.5,0.8,เกษตร เชียงราย
2023/7/8,36.6,24.5,0.6,เกษตร เชียงราย
2023/7/9,33.3,24.9,0.2,เกษตร เชียงราย
2023/7/10,31.7,23.5,27.2,เกษตร เชียงราย
2023/7/11,33.4,22.0,26.4,เกษตร เชียงราย
2023/7/12,33.5,22.5,2.5,เกษตร เชียงราย
2023/7/13,33.5,23.6,1.0,เกษตร เชียงราย
2023/7/14,33.4,23.7,3.9,เกษตร เชียงราย
2023/7/15,33.1,25.4,12.1,เกษตร เชียงราย
2023/7/16,31.4,24.2,T,เกษตร เชียงราย
2023/7/17,34.6,24.0,0.0,เกษตร เชียงราย
2023/7/18,36.3,23.9,0.0,เกษตร เชียงราย
2023/7/19,34.5,24.0,86.5,เกษตร เชียงราย
2023/7/20,30.1,24.0,21.5,เกษตร เชียงราย
2023/7/21,32.4,23.5,0.0,เกษตร เชียงราย
2023/7/22,35.7,25.0,0.0,เกษตร เชียงราย
2023/7/23,35.5,24.0,0.8,เกษตร เชียงราย
2023/7/24,35.2,25.0,0.4,เกษตร เชียงราย
2023/7/25,31.7,25.0,0.0,เกษตร เชียงราย
2023/7/26,34.9,24.0,0.0,เกษตร เชียงราย
2023/7/27,35.3,24.6,0.0,เกษตร เชียงราย
2023/7/28,31.7,26.2,11.9,เกษตร เชียงราย
2023/7/29,31.6,23.5,32.3,เกษตร เชียงราย
2023/7/30,30.0,23.5,41.4,เกษตร เชียงราย
2023/7/31,29.2,23.5,3.6,เกษตร เชียงราย
2023/8/1,29.4,24.5,5.4,เกษตร เชียงราย
2023/8/2,30.1,24.7,6.9,เกษตร เชียงราย
2023/8/3,29.9,24.9,3.0,เกษตร เชียงราย
2023/8/4,29.6,24.0,3.7,เกษตร เชียงราย
2023/8/5,29.2,23.0,1.8,เกษตร เชียงราย
2023/8/6,26.7,23.5,16.1,เกษตร เชียงราย
2023/8/7,28.5,23.5,5.7,เกษตร เชียงราย
2023/8/8,26.9,23.5,2.8,เกษตร เชียงราย
2023/8/9,28.2,23.4,0.2,เกษตร เชียงราย
2023/8/10,31.7,23.0,0.0,เกษตร เชียงราย
2023/8/11,33.0,22.8,0.0,เกษตร เชียงราย
2023/8/12,31.4,24.0,1.1,เกษตร เชียงราย
2023/8/13,32.8,24.0,1.8,เกษตร เชียงราย
2023/8/14,32.5,25.2,26.0,เกษตร เชียงราย
2023/8/15,31.2,24.2,13.0,เกษตร เชียงราย
2023/8/16,31.6,22.5,12.5,เกษตร เชียงราย
2023/8/17,32.7,24.0,0.7,เกษตร เชียงราย
2023/8/18,33.4,24.4,0.0,เกษตร เชียงราย
2023/8/19,34.7,24.5,0.0,เกษตร เชียงราย
2023/8/20,32.3,24.3,36.2,เกษตร เชียงราย
2023/8/21,31.5,23.3,0.4,เกษตร เชียงราย
2023/8/22,33.5,23.0,0.0,เกษตร เชียงราย
2023/8/23,32.1,23.5,2.6,เกษตร เชียงราย
2023/8/24,31.3,24.2,7.3,เกษตร เชียงราย
2023/8/25,32.5,24.0,18.8,เกษตร เชียงราย
2023/8/26,32.9,24.2,T,เกษตร เชียงราย
2023/8/27,32.6,24.7,0.0,เกษตร เชียงราย
2023/8/28,32.9,23.0,0.0,เกษตร เชียงราย
2023/8/29,30.5,23.5,19.2,เกษตร เชียงราย
2023/8/30,30.5,23.0,2.2,เกษตร เชียงราย
2023/8/31,32.9,24.7,26.4,เกษตร เชียงราย
2023/9/1,33.5,25.0,0.0,เกษตร เชียงราย
2023/9/2,31.6,25.9,1.6,เกษตร เชียงราย
2023/9/3,34.6,23.8,0.0,เกษตร เชียงราย
2023/9/4,33.8,23.0,0.0,เกษตร เชียงราย
2023/9/5,31.7,24.8,39.9,เกษตร เชียงราย
2023/9/6,30.2,23.5,22.4,เกษตร เชียงราย
2023/9/7,32.2,23.9,2.4,เกษตร เชียงราย
2023/9/8,32.2,25.0,0.0,เกษตร เชียงราย
2023/9/9,32.5,24.0,6.2,เกษตร เชียงราย
2023/9/10,28.7,23.8,3.7,เกษตร เชียงราย
2023/9/11,31.1,24.4,5.6,เกษตร เชียงราย
2023/9/12,31.6,23.8,2.9,เกษตร เชียงราย
2023/9/13,29.6,24.6,5.6,เกษตร เชียงราย
2023/9/14,30.9,23.3,1.4,เกษตร เชียงราย
2023/9/15,32.6,22.8,5.8,เกษตร เชียงราย
2023/9/16,31.4,23.5,29.4,เกษตร เชียงราย
2023/9/17,28.5,23.7,33.8,เกษตร เชียงราย
2023/9/18,27.2,23.1,22.4,เกษตร เชียงราย
2023/9/19,30.2,23.0,0.4,เกษตร เชียงราย
2023/9/20,32.2,23.2,0.0,เกษตร เชียงราย
2023/9/21,33.8,23.4,0.0,เกษตร เชียงราย
2023/9/22,34.1,23.5,0.0,เกษตร เชียงราย
2023/9/23,32.8,24.3,0.0,เกษตร เชียงราย
2023/9/24,34.1,24.0,0.0,เกษตร เชียงราย
2023/9/25,33.4,23.5,0.0,เกษตร เชียงราย
2023/9/26,33.1,23.9,T,เกษตร เชียงราย
2023/9/27,31.5,24.4,3.4,เกษตร เชียงราย
2023/9/28,29.2,24.1,14.3,เกษตร เชียงราย
2023/9/29,28.9,24.0,22.4,เกษตร เชียงราย
2023/9/30,28.3,23.0,34.0,เกษตร เชียงราย
2023/10/1,31.7,23.1,14.3,เกษตร เชียงราย
2023/10/2,33.1,22.9,0.0,เกษตร เชียงราย
2023/10/3,34.0,23.5,0.0,เกษตร เชียงราย
2023/10/4,34.5,23.5,0.0,เกษตร เชียงราย
2023/10/5,34.5,24.2,0.0,เกษตร เชียงราย
2023/10/6,33.9,23.7,0.0,เกษตร เชียงราย
2023/10/7,32.5,24.5,0.0,เกษตร เชียงราย
2023/10/8,31.1,24.3,15.7,เกษตร เชียงราย
2023/10/9,28.0,22.8,16.3,เกษตร เชียงราย
2023/10/10,27.8,22.5,19.6,เกษตร เชียงราย
2023/10/11,29.7,22.8,2.0,เกษตร เชียงราย
2023/10/12,31.2,23.0,13.1,เกษตร เชียงราย
2023/10/13,29.0,22.6,1.0,เกษตร เชียงราย
2023/10/14,31.0,23.5,1.6,เกษตร เชียงราย
2023/10/15,31.0,22.5,1.2,เกษตร เชียงราย
2023/10/16,29.4,23.0,1.8,เกษตร เชียงราย
2023/10/17,30.9,22.5,0.0,เกษตร เชียงราย
2023/10/18,32.6,21.4,0.0,เกษตร เชียงราย
2023/10/19,32.7,22.7,0.0,เกษตร เชียงราย
2023/10/20,32.0,22.8,T,เกษตร เชียงราย
2023/10/21,30.5,22.3,9.4,เกษตร เชียงราย
2023/10/22,31.5,22.0,0.0,เกษตร เชียงราย
2023/10/23,29.3,22.1,12.9,เกษตร เชียงราย
2023/10/24,31.4,22.5,0.0,เกษตร เชียงราย
2023/10/25,32.7,23.3,0.0,เกษตร เชียงราย
2023/10/26,33.0,23.0,3.4,เกษตร เชียงราย
2023/10/27,30.5,22.8,7.4,เกษตร เชียงราย
2023/10/28,30.1,21.2,0.0,เกษตร เชียงราย
2023/10/29,30.3,22.4,0.0,เกษตร เชียงราย
2023/10/30,27.7,23.0,11.3,เกษตร เชียงราย
2023/10/31,28.2,21.5,0.0,เกษตร เชียงราย
2023/11/1,30.4,22.3,0.0,เกษตร เชียงราย
2023/11/2,31.4,19.5,0.0,เกษตร เชียงราย
2023/11/3,32.5,21.0,0.0,เกษตร เชียงราย
2023/11/4,31.9,22.0,0.0,เกษตร เชียงราย
2023/11/5,33.0,21.4,0.0,เกษตร เชียงราย
2023/11/6,32.8,21.9,0.0,เกษตร เชียงราย
2023/11/7,32.5,22.5,1.8,เกษตร เชียงราย
2023/11/8,31.8,22.2,0.0,เกษตร เชียงราย
2023/11/9,32.1,22.2,0.0,เกษตร เชียงราย
2023/11/10,33.2,21.0,0.0,เกษตร เชียงราย
2023/11/11,33.0,21.2,0.0,เกษตร เชียงราย
2023/11/12,32.4,21.6,0.0,เกษตร เชียงราย
2023/11/13,32.6,22.6,0.0,เกษตร เชียงราย
2023/11/14,31.5,21.1,0.0,เกษตร เชียงราย
2023/11/15,31.0,21.0,0.0,เกษตร เชียงราย
2023/11/16,30.6,21.2,2.3,เกษตร เชียงราย
2023/11/17,24.4,20.1,0.0,เกษตร เชียงราย
2023/11/18,27.0,15.4,0.0,เกษตร เชียงราย
2023/11/19,27.5,16.4,0.0,เกษตร เชียงราย
2023/11/20,27.5,15.0,0.0,เกษตร เชียงราย
2023/11/21,29.4,17.0,0.0,เกษตร เชียงราย
2023/11/22,29.7,16.3,0.0,เกษตร เชียงราย
2023/11/23,29.5,18.7,0.0,เกษตร เชียงราย
2023/11/24,30.3,17.7,0.0,เกษตร เชียงราย
2023/11/25,29.1,17.5,0.0,เกษตร เชียงราย
2023/11/26,29.4,15.8,0.0,เกษตร เชียงราย
2023/11/27,29.5,15.8,0.0,เกษตร เชียงราย
2023/11/28,28.1,14.0,0.0,เกษตร เชียงราย
2023/11/29,28.2,14.0,0.0,เกษตร เชียงราย
2023/11/30,28.1,15.7,T,เกษตร เชียงราย
2023/12/1,30.5,18.2,0.0,เกษตร เชียงราย
2023/12/2,30.5,19.1,0.0,เกษตร เชียงราย
2023/12/3,31.6,19.4,0.0,เกษตร เชียงราย
2023/12/4,31.0,19.5,0.0,เกษตร เชียงราย
2023/12/5,32.4,19.9,0.0,เกษตร เชียงราย
2023/12/6,29.9,20.6,0.0,เกษตร เชียงราย
2023/12/7,26.7,21.5,8.2,เกษตร เชียงราย
2023/12/8,30.0,21.1,0.0,เกษตร เชียงราย
2023/12/9,31.7,21.0,0.0,เกษตร เชียงราย
2023/12/10,31.9,20.2,T,เกษตร เชียงราย
2023/12/11,32.6,20.5,0.0,เกษตร เชียงราย
2023/12/12,32.1,21.4,0.0,เกษตร เชียงราย
2023/12/13,30.7,20.6,0.0,เกษตร เชียงราย
2023/12/14,30.7,19.7,0.0,เกษตร เชียงราย
2023/12/15,31.1,18.5,0.0,เกษตร เชียงราย
2023/12/16,30.5,18.2,0.0,เกษตร เชียงราย
2023/12/17,30.4,17.1,0.0,เกษตร เชียงราย
2023/12/18,30.5,18.0,0.0,เกษตร เชียงราย
2023/12/19,30.0,16.7,0.0,เกษตร เชียงราย
2023/12/20,30.9,16.8,0.0,เกษตร เชียงราย
2023/12/21,28.1,16.4,0.0,เกษตร เชียงราย
2023/12/22,21.9,19.8,0.0,เกษตร เชียงราย
2023/12/23,24.2,16.8,0.0,เกษตร เชียงราย
2023/12/24,24.4,11.1,0.0,เกษตร เชียงราย
2023/12/25,23.9,12.8,0.0,เกษตร เชียงราย
2023/12/26,26.2,11.2,0.0,เกษตร เชียงราย
2023/12/27,26.7,12.5,0.0,เกษตร เชียงราย
2023/12/28,27.9,13.0,0.0,เกษตร เชียงราย
2023/12/29,29.4,15.2,0.0,เกษตร เชียงราย
2023/12/30,29.2,14.6,0.0,เกษตร เชียงราย
2023/12/31,30.0,14.7,0.0,เกษตร เชียงราย
2023/1/1,30.0,13.6,0.0,เฉิน ลำปาง
2023/1/2,30.2,12.2,0.0,เฉิน ลำปาง
2023/1/3,27.9,14.5,0.0,เฉิน ลำปาง
2023/1/4,31.4,15.1,0.0,เฉิน ลำปาง
2023/1/5,31.8,15.3,0.0,เฉิน ลำปาง
2023/1/6,30.5,15.0,0.0,เฉิน ลำปาง
2023/1/7,30.3,15.3,0.0,เฉิน ลำปาง
2023/1/8,29.4,11.4,0.0,เฉิน ลำปาง
2023/1/9,29.3,14.9,0.0,เฉิน ลำปาง
2023/1/10,33.5,16.5,0.0,เฉิน ลำปาง
2023/1/11,32.5,16.4,0.0,เฉิน ลำปาง
2023/1/12,33.5,18.7,0.0,เฉิน ลำปาง
2023/1/13,33.9,14.5,0.0,เฉิน ลำปาง
2023/1/14,34.4,10.9,0.0,เฉิน ลำปาง
2023/1/15,33.6,10.3,0.0,เฉิน ลำปาง
2023/1/16,33.4,10.7,0.0,เฉิน ลำปาง
2023/1/17,31.7,12.8,0.0,เฉิน ลำปาง
2023/1/18,31.9,16.9,0.0,เฉิน ลำปาง
2023/1/19,31.5,14.4,0.0,เฉิน ลำปาง
2023/1/20,32.5,13.5,0.0,เฉิน ลำปาง
2023/1/21,33.5,13.0,0.0,เฉิน ลำปาง
2023/1/22,34.1,11.8,0.0,เฉิน ลำปาง
2023/1/23,34.5,12.0,0.0,เฉิน ลำปาง
2023/1/24,33.7,12.7,0.0,เฉิน ลำปาง
2023/1/25,31.4,13.6,0.0,เฉิน ลำปาง
2023/1/26,32.9,12.7,0.0,เฉิน ลำปาง
2023/1/27,33.1,12.9,0.0,เฉิน ลำปาง
2023/1/28,31.6,14.0,0.0,เฉิน ลำปาง
2023/1/29,29.5,13.7,0.0,เฉิน ลำปาง
2023/1/30,30.1,12.1,0.0,เฉิน ลำปาง
2023/1/31,32.0,10.8,0.0,เฉิน ลำปาง
2023/2/1,34.6,12.4,0.0,เฉิน ลำปาง
2023/2/2,36.5,14.0,0.0,เฉิน ลำปาง
2023/2/3,36.3,15.6,0.0,เฉิน ลำปาง
2023/2/4,35.1,19.4,0.0,เฉิน ลำปาง
2023/2/5,36.1,20.2,5.7,เฉิน ลำปาง
2023/2/6,36.5,18.5,0.0,เฉิน ลำปาง
2023/2/7,36.9,16.5,0.0,เฉิน ลำปาง
2023/2/8,37.1,14.3,0.0,เฉิน ลำปาง
2023/2/9,37.0,13.2,0.0,เฉิน ลำปาง
2023/2/10,37.0,16.2,0.0,เฉิน ลำปาง
2023/2/11,37.6,15.4,0.0,เฉิน ลำปาง
2023/2/12,37.6,13.6,0.0,เฉิน ลำปาง
2023/2/13,37.5,13.7,0.0,เฉิน ลำปาง
2023/2/14,37.6,15.2,0.0,เฉิน ลำปาง
2023/2/15,34.5,15.7,0.0,เฉิน ลำปาง
2023/2/16,31.7,21.1,0.0,เฉิน ลำปาง
2023/2/17,26.4,20.9,4.1,เฉิน ลำปาง
2023/2/18,32.7,16.2,0.0,เฉิน ลำปาง
2023/2/19,36.2,14.5,0.0,เฉิน ลำปาง
2023/2/20,33.4,18.1,0.0,เฉิน ลำปาง
2023/2/21,34.5,17.8,0.0,เฉิน ลำปาง
2023/2/22,34.5,17.7,0.0,เฉิน ลำปาง
2023/2/23,35.8,16.8,0.0,เฉิน ลำปาง
2023/2/24,36.1,18.2,0.0,เฉิน ลำปาง
2023/2/25,33.5,18.1,0.0,เฉิน ลำปาง
2023/2/26,31.6,18.9,0.0,เฉิน ลำปาง
2023/2/27,31.8,13.9,0.0,เฉิน ลำปาง
2023/2/28,34.7,12.5,0.0,เฉิน ลำปาง
2023/3/1,36.8,14.2,0.0,เฉิน ลำปาง
2023/3/2,36.2,15.1,0.0,เฉิน ลำปาง
2023/3/3,36.1,16.8,0.0,เฉิน ลำปาง
2023/3/4,34.6,16.8,0.0,เฉิน ลำปาง
2023/3/5,34.5,16.5,0.0,เฉิน ลำปาง
2023/3/6,34.9,17.5,0.0,เฉิน ลำปาง
2023/3/7,36.5,17.7,0.0,เฉิน ลำปาง
2023/3/8,37.4,17.6,0.0,เฉิน ลำปาง
2023/3/9,37.5,17.7,0.0,เฉิน ลำปาง
2023/3/10,37.6,20.3,0.0,เฉิน ลำปาง
2023/3/11,36.5,20.8,0.0,เฉิน ลำปาง
2023/3/12,36.5,21.5,2.5,เฉิน ลำปาง
2023/3/13,28.4,20.6,3.9,เฉิน ลำปาง
2023/3/14,33.1,19.4,0.0,เฉิน ลำปาง
2023/3/15,36.6,18.3,0.0,เฉิน ลำปาง
2023/3/16,37.0,19.8,0.0,เฉิน ลำปาง
2023/3/17,38.0,19.6,0.0,เฉิน ลำปาง
2023/3/18,39.1,21.8,T,เฉิน ลำปาง
2023/3/19,37.8,20.3,21.2,เฉิน ลำปาง
2023/3/20,37.2,18.7,0.0,เฉิน ลำปาง
2023/3/21,39.1,18.6,0.0,เฉิน ลำปาง
2023/3/22,39.5,20.1,0.0,เฉิน ลำปาง
2023/3/23,39.6,20.2,0.0,เฉิน ลำปาง
2023/3/24,39.5,20.7,0.0,เฉิน ลำปาง
2023/3/25,40.4,19.1,0.0,เฉิน ลำปาง
2023/3/26,39.5,20.5,0.0,เฉิน ลำปาง
2023/3/27,40.7,19.7,0.0,เฉิน ลำปาง
